"Drug Name","Active Ingredient","Application Number","Application Type","Supplement Date","Database Updated","Link"
"JUBBONTI","DENOSUMAB-BBDZ","761362","BLA","10/24/2024","10/25/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=3036"
"JUBLIA","EFINACONAZOLE","203567","NDA","03/31/2022","04/05/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2239"
"JULUCA","DOLUTEGRAVIR SODIUM; RILPIVIRINE HYDROCHLORIDE","210192","NDA","04/18/2024","04/22/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1427"
"JUNIOR STRENGTH ADVIL","IBUPROFEN","020267","NDA","03/29/2017","04/04/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=944"
"JUNIOR STRENGTH MOTRIN","IBUPROFEN","020601","NDA","05/15/2017","05/22/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1074"
"JUNIOR STRENGTH MOTRIN","IBUPROFEN","020602","NDA","05/15/2017","05/22/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1075"
"JUXTAPID","LOMITAPIDE MESYLATE","203858","NDA","12/20/2019","12/27/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=104"
"JYLAMVO","METHOTREXATE","212479","NDA","10/23/2024","10/25/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=3035"
"K-TAB","POTASSIUM CHLORIDE","018279","NDA","04/30/2018","05/07/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1545"
"KABIVEN IN PLASTIC CONTAINER","AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM GLYCEROPHOSPHATE; SOYBEAN OIL","200656","NDA","05/17/2023","05/19/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2639"
"KADCYLA","ADO-TRASTUZUMAB EMTANSINE","125427","BLA","02/02/2022","02/04/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=119"
"KADIAN","MORPHINE SULFATE","020616","NDA","03/04/2021","03/09/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=666"
"KALBITOR","ECALLANTIDE","125277","BLA","12/28/2020","12/29/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2381"
"KALETRA","LOPINAVIR; RITONAVIR","021226","NDA","10/21/2020","10/23/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=416"
"KALETRA","LOPINAVIR; RITONAVIR","021251","NDA","10/21/2020","10/23/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=417"
"KALETRA","LOPINAVIR; RITONAVIR","021906","NDA","10/21/2020","10/23/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=418"
"KALYDECO","IVACAFTOR","203188","NDA","08/03/2023","08/04/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=835"
"KALYDECO","IVACAFTOR","207925","NDA","08/03/2023","08/04/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=836"
"KANJINTI","TRASTUZUMAB-ANNS","761073","BLA","12/19/2024","12/26/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=3064"
"KANUMA","SEBELIPASE ALFA","125561","BLA","07/10/2024","07/15/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2559"
"KAPSPARGO SPRINKLE","METOPROLOL SUCCINATE","210428","NDA","04/14/2023","04/18/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2750"
"KAPVAY","CLONIDINE HYDROCHLORIDE","022331","NDA","02/06/2020","02/10/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=276"
"KARBINAL ER","CARBINOXAMINE MALEATE","022556","NDA","03/25/2021","03/26/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2435"
"KAYEXALATE","SODIUM POLYSTYRENE SULFONATE","011287","NDA","07/28/2017","07/31/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1155"
"KAZANO","ALOGLIPTIN BENZOATE; METFORMIN HYDROCHLORIDE","203414","NDA","07/27/2023","07/31/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=590"
"KEFLEX","CEPHALEXIN","050405","NDA","12/19/2018","12/21/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1794"
"KENALOG-10","TRIAMCINOLONE ACETONIDE","012041","NDA","06/05/2024","06/06/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1618"
"KENALOG-40","TRIAMCINOLONE ACETONIDE","014901","NDA","06/05/2024","06/07/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1613"
"KENGREAL","CANGRELOR","204958","NDA","10/23/2019","10/25/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2092"
"KEPIVANCE","PALIFERMIN","125103","BLA","12/18/2019","12/19/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=298"
"KEPPRA","LEVETIRACETAM","021035","NDA","03/12/2024","03/14/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=501"
"KEPPRA","LEVETIRACETAM","021505","NDA","03/12/2024","03/14/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=502"
"KEPPRA","LEVETIRACETAM","021872","NDA","03/12/2024","03/14/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=500"
"KEPPRA XR","LEVETIRACETAM","022285","NDA","03/12/2024","03/14/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=499"
"KERYDIN","TAVABOROLE","204427","NDA","07/30/2018","08/03/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1648"
"KESIMPTA","OFATUMUMAB","125326","BLA","04/12/2024","04/16/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2303"
"KETALAR","KETAMINE HYDROCHLORIDE","016812","NDA","06/03/2022","06/10/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1039"
"KEVEYIS","DICHLORPHENAMIDE","011366","NDA","11/22/2019","12/19/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2145"
"KEVZARA","SARILUMAB","761037","BLA","06/10/2024","06/12/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1522"
"KEYTRUDA","PEMBROLIZUMAB","125514","BLA","11/20/2024","11/21/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=263"
"KHAPZORY","LEVOLEUCOVORIN","211226","NDA","03/03/2020","03/06/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2208"
"KHEDEZLA","DESVENLAFAXINE","204683","NDA","09/20/2021","10/01/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=393"
"KIMYRSA","ORITAVANCIN DIPHOSPHATE","214155","NDA","07/23/2021","07/27/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2515"
"KINERET","ANAKINRA","103950","BLA","09/19/2024","09/23/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=256"
"KINEVAC","SINCALIDE","017697","NDA","10/17/2023","10/20/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1489"
"KISQALI","RIBOCICLIB SUCCINATE","209092","NDA","09/17/2024","09/19/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1666"
"KISQALI FEMARA CO-PACK (COPACKAGED)","LETROZOLE; RIBOCICLIB SUCCINATE","209935","NDA","09/17/2024","09/19/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1533"
"KITABIS PAK","TOBRAMYCIN","205433","NDA","04/10/2023","04/14/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2134"
"KLISYRI","TIRBANIBULIN","213189","NDA","06/07/2024","06/12/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2984"
"KLONOPIN","CLONAZEPAM","017533","NDA","01/13/2023","01/18/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=93"
"KLONOPIN RAPIDLY DISINTEGRATING","CLONAZEPAM","020813","NDA","12/16/2016","12/21/2016","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=602"
"KLOR-CON","POTASSIUM CHLORIDE","019123","NDA","04/30/2018","05/07/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1546"
"KOMBIGLYZE XR","METFORMIN HYDROCHLORIDE; SAXAGLIPTIN HYDROCHLORIDE","200678","NDA","10/11/2024","10/16/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=800"
"KORLYM","MIFEPRISTONE","202107","NDA","11/05/2019","11/13/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=503"
"KOSELUGO","SELUMETINIB SULFATE","213756","NDA","01/24/2024","01/25/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2910"
"KOVANAZE","OXYMETAZOLINE HYDROCHLORIDE; TETRACAINE HYDROCHLORIDE","208032","NDA","11/02/2018","11/06/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1732"
"KRINTAFEL","TAFENOQUINE SUCCINATE","210795","NDA","11/16/2020","11/18/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2354"
"KRYSTEXXA","PEGLOTICASE","125293","BLA","07/07/2022","07/13/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=408"
"KUVAN","SAPROPTERIN DIHYDROCHLORIDE","022181","NDA","08/26/2024","10/04/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=137"
"KUVAN","SAPROPTERIN DIHYDROCHLORIDE","205065","NDA","08/26/2024","10/04/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=283"
"KYBELLA","DEOXYCHOLIC ACID","206333","NDA","10/05/2022","10/12/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1426"
"KYLEENA","LEVONORGESTREL","208224","NDA","05/04/2023","05/09/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1464"
"KYNAMRO","MIPOMERSEN SODIUM","203568","NDA","03/18/2019","03/29/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=191"
"KYNMOBI","APOMORPHINE HYDROCHLORIDE","210875","NDA","09/22/2022","09/26/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2622"
"KYPROLIS","CARFILZOMIB","202714","NDA","06/30/2022","07/05/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=13"
"LABETALOL HYDROCHLORIDE","LABETALOL HYDROCHLORIDE","213330","NDA","06/15/2023","06/20/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2764"
"LABETALOL HYDROCHLORIDE IN DEXTROSE","LABETALOL HYDROCHLORIDE","213330","NDA","06/15/2023","06/20/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2765"
"LABETALOL HYDROCHLORIDE IN SODIUM CHLORIDE","LABETALOL HYDROCHLORIDE","213330","NDA","06/15/2023","06/20/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2766"
"LACTATED RINGER'S AND DEXTROSE 5% IN PLASTIC CONTAINER","","016679","NDA","10/09/2019","09/16/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1395"
"LACTATED RINGER'S IN PLASTIC CONTAINER","CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","016682","NDA","07/24/2024","07/29/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2330"
"LACTATED RINGER'S IN PLASTIC CONTAINER","CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","019632","NDA","11/03/2021","11/08/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2552"
"LAMICTAL","LAMOTRIGINE","020241","NDA","03/31/2021","04/02/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1624"
"LAMICTAL CD","LAMOTRIGINE","020764","NDA","03/31/2021","04/02/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1625"
"LAMICTAL ODT","LAMOTRIGINE","022251","NDA","03/31/2021","04/02/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1626"
"LAMICTAL XR","LAMOTRIGINE","022115","NDA","03/31/2021","04/02/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1627"
"LAMISIL","TERBINAFINE HYDROCHLORIDE","020539","NDA","03/29/2019","04/02/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=356"
"LAMISIL","TERBINAFINE HYDROCHLORIDE","022071","NDA","03/29/2019","04/02/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=357"
"LAMPIT","NIFURTIMOX","213464","NDA","06/02/2023","06/06/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2735"
"LAMPRENE","CLOFAZIMINE","019500","NDA","01/31/2019","02/06/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=305"
"LANOXIN","DIGOXIN","009330","NDA","09/20/2018","09/24/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=576"
"LANOXIN","DIGOXIN","020405","NDA","02/22/2019","02/26/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=578"
"LANOXIN PEDIATRIC","DIGOXIN","009330","NDA","08/24/2018","08/28/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=577"
"LANREOTIDE ACETATE","LANREOTIDE ACETATE","215395","NDA","09/16/2024","09/18/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2991"
"LANSOPRAZOLE","LANSOPRAZOLE","208025","NDA","11/01/2022","11/07/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=811"
"LANTUS","INSULIN GLARGINE RECOMBINANT","021081","BLA","06/29/2023","06/30/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1942"
"LANTUS SOLOSTAR","INSULIN GLARGINE RECOMBINANT","021081","BLA","06/29/2023","06/30/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2111"
"LASTACAFT","ALCAFTADINE","022134","NDA","06/09/2020","06/12/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2273"
"LATISSE","BIMATOPROST","022369","NDA","08/26/2021","09/01/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1163"
"LATUDA","LURASIDONE HYDROCHLORIDE","200603","NDA","12/04/2019","12/06/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=773"
"LAZANDA","FENTANYL CITRATE","022569","NDA","03/04/2021","03/10/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=756"
"LEMTRADA","ALEMTUZUMAB","103948","BLA","02/08/2024","02/12/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1296"
"LENVIMA","LENVATINIB MESYLATE","206947","NDA","11/20/2024","11/21/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=159"
"LEQEMBI","LECANEMAB-IRMB","761269","BLA","11/14/2024","11/19/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2813"
"LEQVIO","INCLISIRAN SODIUM","214012","NDA","06/06/2024","06/10/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2814"
"LESCOL","FLUVASTATIN SODIUM","020261","NDA","08/04/2017","08/07/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1176"
"LESCOL XL","FLUVASTATIN SODIUM","021192","NDA","11/28/2023","12/01/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1177"
"LETAIRIS","AMBRISENTAN","022081","NDA","08/23/2019","08/26/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1765"
"LEUKINE","SARGRAMOSTIM","103362","BLA","02/10/2017","02/13/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=840"
"LEUPROLIDE ACETATE FOR DEPOT SUSPENSION","LEUPROLIDE ACETATE","205054","NDA","11/14/2024","11/20/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=3002"
"LEVAQUIN","LEVOFLOXACIN","020634","NDA","06/22/2020","07/06/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=345"
"LEVAQUIN","LEVOFLOXACIN","020635","NDA","02/08/2017","02/10/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=346"
"LEVAQUIN","LEVOFLOXACIN","021721","NDA","02/08/2017","02/10/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=347"
"LEVEMIR","INSULIN DETEMIR RECOMBINANT","021536","BLA","12/08/2022","12/09/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2112"
"LEVEMIR FLEXPEN","INSULIN DETEMIR RECOMBINANT","021536","BLA","12/08/2022","12/09/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2114"
"LEVEMIR FLEXTOUCH","INSULIN DETEMIR RECOMBINANT","021536","BLA","12/08/2022","12/09/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2113"
"LEVEMIR INNOLET","INSULIN DETEMIR RECOMBINANT","021536","BLA","12/08/2022","12/09/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2115"
"LEVEMIR PENFILL","INSULIN DETEMIR RECOMBINANT","021536","BLA","12/08/2022","12/09/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2116"
"LEVETIRACETAM IN SODIUM CHLORIDE","LEVETIRACETAM","202543","NDA","03/12/2024","03/14/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=568"
"LEVITRA","VARDENAFIL HYDROCHLORIDE","021400","NDA","03/15/2023","03/17/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1230"
"LEVO-T","LEVOTHYROXINE SODIUM","021342","NDA","12/05/2017","12/12/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1386"
"LEVULAN","AMINOLEVULINIC ACID HYDROCHLORIDE","020965","NDA","05/09/2022","05/11/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1469"
"LEXAPRO","ESCITALOPRAM OXALATE","021323","NDA","04/19/2024","04/24/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=713"
"LEXAPRO","ESCITALOPRAM OXALATE","021365","NDA","04/19/2024","04/24/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=715"
"LEXETTE","HALOBETASOL PROPIONATE","210566","NDA","08/18/2021","08/20/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2242"
"LEXISCAN","REGADENOSON","022161","NDA","05/31/2018","06/01/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=798"
"LEXIVA","FOSAMPRENAVIR CALCIUM","021548","NDA","03/28/2019","04/02/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=420"
"LEXIVA","FOSAMPRENAVIR CALCIUM","022116","NDA","03/28/2019","04/02/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=419"
"LIALDA","MESALAMINE","022000","NDA","10/24/2023","10/27/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1153"
"LIBRAX","CHLORDIAZEPOXIDE HYDROCHLORIDE; CLIDINIUM BROMIDE","012750","NDA","01/13/2023","01/19/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=628"
"LIBRIUM","CHLORDIAZEPOXIDE HYDROCHLORIDE","012249","NDA","12/16/2016","12/21/2016","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=624"
"LIBTAYO","CEMIPLIMAB-RWLC","761097","BLA","04/05/2024","04/09/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2282"
"LICART","DICLOFENAC EPOLAMINE","206976","NDA","11/21/2024","11/26/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2461"
"LIDOCAINE HYDROCHLORIDE 0.1% AND DEXTROSE 5% IN PLASTIC CONTAINER","","018461","NDA","02/07/2017","02/08/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=826"
"LIDOCAINE HYDROCHLORIDE 0.2% AND DEXTROSE 5% IN PLASTIC CONTAINER","","018461","NDA","02/07/2017","02/08/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=827"
"LIDOCAINE HYDROCHLORIDE 0.2% AND DEXTROSE 5% IN PLASTIC CONTAINER","","019830","NDA","05/19/2020","05/20/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2260"
"LIDOCAINE HYDROCHLORIDE 0.4% AND DEXTROSE 5% IN PLASTIC CONTAINER","","018461","NDA","02/07/2017","02/09/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=830"
"LIDOCAINE HYDROCHLORIDE 0.4% AND DEXTROSE 5% IN PLASTIC CONTAINER","","019830","NDA","05/19/2020","05/20/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2261"
"LIDOCAINE HYDROCHLORIDE 0.8% AND DEXTROSE 5% IN PLASTIC CONTAINER","","018461","NDA","02/07/2017","02/09/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=831"
